,hour,day_of_week,roadtype,xccord,ycoord,jam_level
621,23,6,7.0,-84.368138,33.79856,3
14052,14,3,7.0,-84.39842,33.754532,3
340,21,3,3.0,-84.38508,33.748169,3
12019,21,4,3.0,-84.366684,33.7435,4
14908,19,5,3.0,-84.385561,33.76522,4
10102,17,4,6.0,-84.370679,33.76034,2
10862,20,3,7.0,-84.329048,33.76068,2
5256,23,3,7.0,-84.370912,33.77433,4
15753,0,1,3.0,-84.390454,33.77409,3
9134,14,6,3.0,-84.387328,33.80204,3
1156,21,6,4.0,-84.386611,33.744,4
13637,23,3,7.0,-84.39802,33.747921,2
1197,20,6,3.0,-84.378293,33.75545,3
2613,22,6,4.0,-84.393484,33.72534,4
8524,19,2,6.0,-84.407694,33.78868,2
14764,3,5,4.0,-84.390671,33.78519,3
3993,16,5,3.0,-84.388313,33.76683,2
9327,23,6,6.0,-84.407811,33.80217,3
6782,21,7,7.0,-84.391859,33.74813,3
486,18,2,3.0,-84.45672,33.751162,2
14437,20,1,6.0,-84.407514,33.78754,4
8085,20,6,3.0,-84.391187,33.7998,4
517,14,6,3.0,-84.39002,33.77364,3
13921,18,3,3.0,-84.383565,33.76389,2
4446,2,7,4.0,-84.378896,33.75438,3
4118,8,7,3.0,-84.399867,33.74439,4
9199,22,6,6.0,-84.349241,33.75097,2
670,16,6,3.0,-84.391078,33.77754,3
12965,20,2,7.0,-84.382196,33.78502,3
3757,13,1,2.0,-84.397549,33.76417,4
3374,19,1,7.0,-84.440747,33.74629,3
2675,15,6,3.0,-84.394036,33.72309,3
13032,11,2,3.0,-84.380561,33.75109,2
351,19,3,3.0,-84.396411,33.79896,3
13314,17,3,3.0,-84.390708,33.77559,3
13165,21,2,7.0,-84.388839,33.77263,4
7785,23,2,6.0,-84.389138,33.79348,4
10208,21,4,7.0,-84.385912,33.75557,4
1236,11,6,4.0,-84.384105,33.74357,3
48,20,3,3.0,-84.451332,33.7511,2
8415,21,6,3.0,-84.391243,33.785,4
15480,12,2,3.0,-84.428113,33.74563,3
7134,16,7,4.0,-84.408478,33.80261,4
12624,0,4,7.0,-84.384194,33.75994,3
8937,12,5,4.0,-84.387927,33.74604,4
14509,19,1,3.0,-84.391216,33.78188,3
8262,16,6,6.0,-84.389282,33.79046,3
3567,19,1,3.0,-84.400065,33.71344,4
507,17,6,3.0,-84.375748,33.74347,3
5025,19,3,6.0,-84.349193,33.75568,2
9182,16,6,7.0,-84.338967,33.78936,4
14995,19,5,2.0,-84.3498,33.799194,3
1181,16,6,4.0,-84.387487,33.74652,3
3655,18,1,7.0,-84.395891,33.76458,4
14965,22,5,3.0,-84.392602,33.79288,3
14566,12,5,3.0,-84.391957,33.73276,3
9901,12,4,4.0,-84.408348,33.80276,3
6339,22,3,3.0,-84.39045,33.776058,3
3328,19,1,4.0,-84.382853,33.80559,3
6099,23,4,3.0,-84.378383,33.75439,3
3765,1,1,4.0,-84.387623,33.74728,4
4589,0,7,3.0,-84.378753,33.75668,2
622,23,6,7.0,-84.367974,33.79907,3
12270,14,4,6.0,-84.318302,33.77152,3
14093,5,2,3.0,-84.390821,33.78322,3
10291,18,4,4.0,-84.392651,33.74467,4
8259,20,6,6.0,-84.394109,33.77131,4
7122,20,7,3.0,-84.392586,33.79285,3
11187,16,1,3.0,-84.388184,33.74629,3
258,21,3,3.0,-84.443681,33.75035,3
15316,14,5,3.0,-84.393572,33.79701,3
9106,0,6,3.0,-84.390364,33.77333,4
7489,17,2,3.0,-84.39116,33.778296,3
1903,15,2,3.0,-84.400007,33.71327,3
8053,21,6,3.0,-84.388556,33.80135,3
8788,0,5,4.0,-84.390901,33.7423,4
5655,21,6,7.0,-84.347382,33.77704,4
6082,2,5,2.0,-84.389085,33.7597,2
13593,16,3,3.0,-84.382172,33.80542,3
15967,18,2,3.0,-84.391455,33.78937,4
14974,20,5,6.0,-84.318105,33.76853,2
14304,0,1,3.0,-84.39503,33.721529,3
7842,20,2,4.0,-84.392274,33.74301,3
1562,20,7,3.0,-84.472067,33.75813,3
2405,14,6,3.0,-84.393033,33.72833,3
5520,20,6,4.0,-84.393592,33.74492,4
6698,21,7,7.0,-84.389919,33.78151,4
11795,19,7,3.0,-84.380386,33.75125,3
15428,12,5,6.0,-84.349491,33.77384,3
725,19,6,3.0,-84.391361,33.79983,4
2823,20,6,1.0,-84.389696,33.78993,4
9689,22,2,3.0,-84.383252,33.74894,3
15090,11,5,2.0,-84.417965,33.79964,3
15164,19,5,3.0,-84.391013,33.77701,3
6199,11,3,3.0,-84.393754,33.72394,4
15580,9,2,4.0,-84.391582,33.74537,4
10190,20,4,3.0,-84.390408,33.7696,3
1912,19,2,3.0,-84.388956,33.7672,3
14840,20,5,3.0,-84.394795,33.7455,3
520,12,6,3.0,-84.408952,33.80352,4
10866,21,3,7.0,-84.382226,33.78449,4
4348,22,7,7.0,-84.416008,33.79985,3
14385,1,1,7.0,-84.393341,33.78151,3
8761,19,5,3.0,-84.382095,33.76258,3
6433,17,3,7.0,-84.385601,33.78665,3
15514,22,2,3.0,-84.391294,33.78339,3
9512,19,6,6.0,-84.366585,33.76155,3
14847,17,5,3.0,-84.395096,33.72144,3
14275,23,1,3.0,-84.418909,33.74152,3
12511,20,4,3.0,-84.391772,33.79035,4
3140,20,4,3.0,-84.390828,33.77878,3
12211,20,4,6.0,-84.389179,33.79246,3
5117,22,3,7.0,-84.372154,33.75433,3
12103,20,4,3.0,-84.396029,33.79827,3
9863,19,4,3.0,-84.380666,33.76083,3
3161,15,4,3.0,-84.390408,33.77024,2
12774,12,2,3.0,-84.448712,33.75143,3
11726,14,7,3.0,-84.390071,33.7703,3
5805,21,5,3.0,-84.392834,33.79861,3
597,20,6,7.0,-84.369309,33.77978,4
4388,11,7,7.0,-84.367276,33.80254,2
579,20,6,3.0,-84.385413,33.80333,3
13596,13,3,3.0,-84.392002,33.79117,3
5013,22,3,7.0,-84.349677,33.74752,4
5838,21,5,7.0,-84.336382,33.79325,3
10604,21,2,2.0,-84.322895,33.80297,3
8641,19,5,3.0,-84.379278,33.75881,3
11373,22,1,1.0,-84.380283,33.75739,3
13275,14,3,3.0,-84.393459,33.7262,4
12536,18,4,2.0,-84.426435,33.78888,4
7618,21,2,3.0,-84.391618,33.79185,3
12277,12,4,4.0,-84.383631,33.74844,3
7380,22,7,4.0,-84.395028,33.74498,4
12035,12,4,3.0,-84.391918,33.7334,4
2735,19,6,3.0,-84.368846,33.7435,3
133,21,3,4.0,-84.383322,33.74326,3
14031,20,3,2.0,-84.331682,33.77296,3
12206,22,4,7.0,-84.383748,33.78816,4
6575,0,7,3.0,-84.396465,33.7196,3
14274,0,1,3.0,-84.377141,33.74325,3
6645,19,7,3.0,-84.381111,33.75061,3
14360,2,1,3.0,-84.409527,33.8033,4
10278,22,4,2.0,-84.400697,33.76376,4
10900,11,3,4.0,-84.378877,33.75491,2
12841,18,2,3.0,-84.400218,33.713,3
10630,22,2,3.0,-84.387587,33.8019,3
6429,12,3,3.0,-84.388418,33.80143,3
15723,21,1,3.0,-84.391095,33.77722,3
1031,15,6,3.0,-84.397302,33.71863,3
14194,20,2,2.0,-84.35457,33.791705,4
4547,20,7,3.0,-84.378766,33.75927,3
11386,5,1,7.0,-84.385412,33.74839,4
618,20,6,6.0,-84.408016,33.79196,3
8286,11,6,4.0,-84.389168,33.74638,2
10347,16,1,3.0,-84.396609,33.71936,3
15068,20,5,6.0,-84.392279,33.79966,4
11751,18,7,6.0,-84.407695,33.78869,3
3104,16,4,4.0,-84.384363,33.7436,2
4969,21,3,7.0,-84.372112,33.75742,3
94,22,3,3.0,-84.401832,33.80133,3
9793,12,4,3.0,-84.356447,33.74397,4
3214,17,4,3.0,-84.396911,33.71898,4
11804,20,7,3.0,-84.380704,33.75096,3
4049,20,5,3.0,-84.378709,33.75628,3
14651,21,5,3.0,-84.390594,33.74478,4
12676,12,4,6.0,-84.387778,33.79149,4
9830,19,4,3.0,-84.396413,33.71968,3
5419,14,6,3.0,-84.392053,33.74071,3
8216,19,6,4.0,-84.413402,33.80503,4
6033,18,5,2.0,-84.39188,33.783937,4
9650,14,2,3.0,-84.391377,33.74253,3
15941,21,2,3.0,-84.383509,33.76338,3
8771,13,5,3.0,-84.39269,33.793094,3
12501,11,4,3.0,-84.379595,33.75943,3
3509,15,1,3.0,-84.390245,33.76833,3
7742,22,2,3.0,-84.38706,33.802252,3
8890,2,5,3.0,-84.390403,33.76946,4
6077,20,5,6.0,-84.426223,33.77235,4
10120,20,4,3.0,-84.389427,33.76825,3
8801,16,5,3.0,-84.378696,33.75902,3
14177,21,2,7.0,-84.388906,33.78004,4
2255,14,2,1.0,-84.321543,33.75963,4
6893,0,7,4.0,-84.380542,33.75171,4
10071,17,4,7.0,-84.371765,33.75308,3
7526,20,2,3.0,-84.390021,33.80057,4
7244,21,7,6.0,-84.349164,33.75781,3
12689,13,4,2.0,-84.344875,33.79523,3
5206,21,3,3.0,-84.387076,33.76615,4
339,21,3,3.0,-84.38641,33.766113,3
245,16,3,4.0,-84.393362,33.74487,3
3110,20,4,4.0,-84.390423,33.74322,3
14337,17,1,3.0,-84.391091,33.77766,3
10692,19,3,3.0,-84.379246,33.74325,2
16144,1,6,3.0,-84.425242,33.74419,4
10195,13,4,2.0,-84.393103,33.74193,3
13990,22,3,3.0,-84.41289,33.8052,3
5839,16,5,7.0,-84.335921,33.79453,4
5925,16,5,3.0,-84.393617,33.7968,4
14419,0,1,7.0,-84.389211,33.7847,3
9186,19,6,7.0,-84.38261,33.780068,4
10080,19,4,7.0,-84.392154,33.75446,4
6897,18,7,4.0,-84.348187,33.74506,3
7221,19,7,7.0,-84.387728,33.74563,3
11014,11,3,3.0,-84.391177,33.779,3
15004,13,5,7.0,-84.371931,33.75347,3
3274,18,4,4.0,-84.391856,33.79964,3
7497,18,2,3.0,-84.395097,33.79671,4
8011,19,6,3.0,-84.412518,33.80471,3
13610,0,3,3.0,-84.383555,33.76372,4
13876,17,3,2.0,-84.419962,33.80011,3
14609,22,5,3.0,-84.383018,33.74928,3
7734,18,2,3.0,-84.393313,33.79376,3
1452,15,6,7.0,-84.348971,33.77469,4
3760,23,1,4.0,-84.37949,33.758213,3
13636,22,3,7.0,-84.382206,33.78486,4
12950,11,2,7.0,-84.371517,33.75257,4
7964,12,6,3.0,-84.39188,33.735188,2
8098,20,6,7.0,-84.370799,33.75091,3
1696,20,7,4.0,-84.383849,33.74355,2
4143,20,7,3.0,-84.382829,33.74343,3
11907,18,7,6.0,-84.349017,33.7681,4
7084,21,7,3.0,-84.390029,33.77236,4
6484,18,3,6.0,-84.343623,33.77482,3
8235,11,6,3.0,-84.381164,33.76184,3
949,10,6,3.0,-84.390385,33.77216,3
2498,17,6,3.0,-84.382516,33.8055,3
1444,18,6,7.0,-84.36868,33.797517,3
16173,19,6,3.0,-84.398235,33.71646,3
7110,15,7,3.0,-84.390929,33.79061,3
12449,18,4,3.0,-84.387611,33.74672,4
7999,19,6,3.0,-84.391588,33.7889,3
10696,13,3,3.0,-84.436747,33.74689,2
7383,21,7,4.0,-84.395064,33.74498,3
12621,12,4,7.0,-84.390581,33.78274,3
10406,17,1,3.0,-84.391727,33.78953,3
14755,22,5,4.0,-84.38998,33.772109,4
10812,17,3,3.0,-84.388305,33.80149,2
3838,22,5,3.0,-84.401986,33.74337,2
6901,16,7,4.0,-84.378941,33.75577,3
5617,20,6,3.0,-84.384635,33.80391,3
11395,15,1,4.0,-84.390669,33.74392,4
1135,17,6,7.0,-84.348961,33.77484,4
697,20,6,3.0,-84.395309,33.72115,3
1176,20,6,4.0,-84.388138,33.74552,4
6985,23,7,7.0,-84.399139,33.75451,3
14624,22,5,6.0,-84.392255,33.79962,3
13928,16,3,3.0,-84.378608,33.75868,3
12390,13,4,7.0,-84.39057,33.784546,2
6909,21,7,4.0,-84.387689,33.74635,3
3917,18,5,4.0,-84.33427,33.745211,3
15839,20,1,1.0,-84.415637,33.75829,2
15859,21,1,3.0,-84.386503,33.74746,4
11522,18,7,3.0,-84.360768,33.74351,3
12555,15,4,7.0,-84.369748,33.74937,4
14812,15,5,3.0,-84.433786,33.74684,4
580,21,6,3.0,-84.382413,33.80558,3
5760,20,5,3.0,-84.393582,33.7251,3
243,13,3,4.0,-84.389944,33.74395,3
5111,14,3,3.0,-84.388979,33.80113,4
11601,3,7,3.0,-84.379167,33.75852,3
1332,5,6,3.0,-84.392823,33.7943,4
9121,22,6,3.0,-84.391221,33.78018,3
13657,20,3,6.0,-84.39092,33.798313,3
4242,21,7,3.0,-84.39035,33.772839,3
6942,19,7,3.0,-84.392186,33.73635,4
8646,19,5,3.0,-84.391518,33.78737,3
8184,23,6,6.0,-84.346264,33.7745,3
9789,12,4,3.0,-84.369623,33.7435,3
2541,19,6,2.0,-84.338343,33.79114,3
11419,17,1,3.0,-84.378686,33.75646,2
2191,21,2,3.0,-84.391128,33.77795,3
394,12,3,4.0,-84.393652,33.79604,3
1196,17,6,3.0,-84.382587,33.74943,4
14647,12,5,3.0,-84.390817,33.78823,3
9012,21,6,3.0,-84.355933,33.74409,3
12039,11,4,3.0,-84.398293,33.71632,3
13989,22,3,3.0,-84.391755,33.73866,3
1677,21,7,3.0,-84.39098,33.777753,3
4087,19,5,2.0,-84.429575,33.78629,4
5485,20,6,7.0,-84.368943,33.74853,3
8660,20,5,3.0,-84.391783,33.79292,4
12578,21,4,7.0,-84.388844,33.77143,4
551,0,6,3.0,-84.391154,33.77816,3
7100,16,7,3.0,-84.382354,33.74998,3
3022,10,4,3.0,-84.390065,33.77059,4
10578,0,2,3.0,-84.391245,33.78297,3
11662,19,7,7.0,-84.392529,33.75397,3
15361,19,5,6.0,-84.389271,33.78776,3
6192,11,3,3.0,-84.379326,33.7523,3
15020,17,5,7.0,-84.389203,33.78283,4
8133,20,6,7.0,-84.371051,33.75429,3
15001,22,5,7.0,-84.372113,33.7573,3
1132,18,6,2.0,-84.356018,33.78226,3
3974,16,5,4.0,-84.388057,33.74503,3
16036,22,2,3.0,-84.388669,33.74589,4
1291,22,6,3.0,-84.379897,33.75168,3
3606,21,1,7.0,-84.336074,33.79398,3
5536,14,6,3.0,-84.378305,33.75532,3
6783,21,7,7.0,-84.388892,33.75201,3
15069,12,5,6.0,-84.392984,33.80295,2
13638,23,3,7.0,-84.391377,33.75573,3
13880,18,3,6.0,-84.345364,33.77467,3
10450,18,1,3.0,-84.379519,33.7523,3
2989,16,4,3.0,-84.386967,33.7472,4
4149,2,7,3.0,-84.397344,33.71836,2
13967,12,3,3.0,-84.38624,33.747645,3
6226,14,3,3.0,-84.378647,33.75609,3
15305,12,5,3.0,-84.382972,33.76292,3
8228,12,6,3.0,-84.379789,33.74344,3
9376,23,6,3.0,-84.391878,33.73482,3
11698,19,7,7.0,-84.468951,33.75701,3
13966,16,3,3.0,-84.387808,33.7669,2
6305,12,3,4.0,-84.38237,33.749261,4
6436,15,3,7.0,-84.385039,33.78665,3
2222,22,2,2.0,-84.386492,33.75841,4
11859,21,7,7.0,-84.390063,33.78152,4
132,15,3,3.0,-84.389852,33.80066,2
5387,18,6,3.0,-84.385079,33.74817,4
9672,19,2,6.0,-84.349223,33.7498,3
9496,19,6,2.0,-84.389343,33.75487,4
4270,16,7,3.0,-84.389377,33.80092,4
7794,12,2,7.0,-84.391657,33.74838,4
15857,20,1,3.0,-84.397263,33.71845,3
5730,21,5,3.0,-84.393576,33.72517,3
11579,2,7,3.0,-84.385865,33.74783,3
7252,17,7,6.0,-84.407469,33.78278,4
2922,19,6,4.0,-84.397989,33.74479,3
12899,12,2,3.0,-84.391166,33.77854,3
13281,13,3,3.0,-84.390817,33.78596,3
3548,16,1,3.0,-84.391652,33.78987,4
11724,2,7,3.0,-84.379049,33.75274,2
4190,21,7,3.0,-84.378586,33.75372,4
11167,21,1,3.0,-84.397039,33.71879,2
12306,20,4,6.0,-84.369689,33.76048,3
11725,17,7,3.0,-84.389722,33.74505,3
2201,19,2,3.0,-84.388163,33.80158,3
14101,16,2,3.0,-84.391215,33.78091,3
12043,18,4,3.0,-84.392335,33.73036,4
15672,20,1,3.0,-84.392051,33.73155,3
13310,12,3,3.0,-84.393222,33.79361,4
6919,22,7,4.0,-84.393379,33.7398,4
2536,19,6,7.0,-84.371668,33.75285,3
10973,19,3,6.0,-84.389554,33.79545,4
349,20,3,3.0,-84.378332,33.75679,4
11447,17,1,3.0,-84.391482,33.7863,3
4634,22,7,2.0,-84.419512,33.79992,3
11443,20,1,7.0,-84.390039,33.78152,4
12215,13,4,2.0,-84.398657,33.79616,3
7717,20,2,3.0,-84.393901,33.72343,3
1471,20,6,4.0,-84.39346,33.725057,4
1389,20,6,1.0,-84.383827,33.74773,4
9226,18,6,2.0,-84.352374,33.79251,4
14269,4,2,4.0,-84.392699,33.7955,4
13321,12,3,3.0,-84.389219,33.76735,3
4337,20,7,1.0,-84.368006,33.8008,4
425,17,3,7.0,-84.338097,33.80296,3
4134,18,7,3.0,-84.443902,33.75051,3
501,1,6,3.0,-84.323164,33.73059,3
2400,19,6,3.0,-84.465659,33.75456,3
6219,18,3,3.0,-84.393404,33.72664,3
12937,12,2,3.0,-84.393732,33.72514,4
6965,17,7,7.0,-84.441362,33.76911,3
5649,12,6,6.0,-84.387751,33.79529,3
5249,23,3,3.0,-84.392023,33.79168,3
8582,11,5,3.0,-84.390853,33.77967,3
5440,0,6,3.0,-84.39054,33.770428,3
4668,19,7,3.0,-84.383067,33.763,3
14121,22,2,3.0,-84.391019,33.77675,3
16038,22,2,3.0,-84.387594,33.76679,3
145,22,3,3.0,-84.400769,33.71251,3
8369,20,6,3.0,-84.399561,33.71444,3
7070,22,7,3.0,-84.379686,33.76059,4
6675,14,7,3.0,-84.408121,33.80277,3
3544,0,1,3.0,-84.392381,33.79366,3
6855,21,7,7.0,-84.387322,33.77511,3
1655,19,7,3.0,-84.392788,33.79333,3
1259,19,6,3.0,-84.351782,33.74514,3
15459,21,5,4.0,-84.387708,33.74633,3
3970,23,5,4.0,-84.394381,33.74472,3
10297,11,4,4.0,-84.389566,33.7441,3
11581,19,7,3.0,-84.387441,33.74685,3
2709,10,6,4.0,-84.388933,33.74477,3
2641,12,6,4.0,-84.388698,33.74512,4
14937,18,5,3.0,-84.391352,33.78414,2
6924,22,7,3.0,-84.448877,33.75141,4
3215,19,4,3.0,-84.390026,33.76966,3
3511,17,1,3.0,-84.391189,33.77955,3
3487,19,1,3.0,-84.393064,33.72824,3
12156,17,4,4.0,-84.39253,33.794142,4
7212,20,7,7.0,-84.340917,33.78552,4
12696,20,4,6.0,-84.340247,33.77474,4
12772,20,2,3.0,-84.357287,33.74352,3
15816,19,1,3.0,-84.381173,33.76191,3
6693,15,7,4.0,-84.408963,33.80298,4
9899,11,4,4.0,-84.323314,33.72759,3
11208,17,1,3.0,-84.39169,33.739901,4
895,14,6,3.0,-84.386126,33.7477,3
14449,20,1,4.0,-84.388691,33.74572,2
15532,21,2,3.0,-84.390908,33.7773,4
3955,16,5,2.0,-84.418372,33.79967,4
983,23,6,3.0,-84.389485,33.76756,2
2528,20,6,3.0,-84.396129,33.79876,3
623,23,6,7.0,-84.367759,33.79994,3
12958,18,2,7.0,-84.335749,33.79524,2
347,21,3,3.0,-84.394032,33.7231,3
10206,22,4,6.0,-84.389135,33.79358,3
1524,18,6,4.0,-84.401049,33.74359,3
12623,23,4,7.0,-84.390085,33.77552,3
8627,21,5,3.0,-84.39121,33.780604,3
9776,11,4,3.0,-84.464823,33.75387,3
10094,23,4,7.0,-84.34604,33.740789,4
10887,17,3,6.0,-84.372678,33.77317,3
2143,16,2,3.0,-84.378295,33.75611,3
5205,21,3,3.0,-84.395588,33.79753,3
544,21,6,3.0,-84.387212,33.76622,2
4034,19,5,3.0,-84.391598,33.74068,4
14617,13,5,7.0,-84.371629,33.75279,3
12997,18,2,3.0,-84.391371,33.79355,4
11550,21,7,3.0,-84.389758,33.76881,3
7708,12,2,3.0,-84.393858,33.72356,3
461,19,3,3.0,-84.3917,33.791328,3
13449,22,3,4.0,-84.392052,33.74617,3
1616,21,7,3.0,-84.394865,33.72178,4
5865,19,5,7.0,-84.375355,33.79028,2
5349,17,6,3.0,-84.39576,33.745253,4
5801,20,5,3.0,-84.388602,33.80133,4
7094,0,7,3.0,-84.391183,33.77927,3
7123,21,7,7.0,-84.389704,33.77513,3
12431,22,4,3.0,-84.390833,33.78302,4
12513,22,4,3.0,-84.39354,33.795296,3
10066,22,4,3.0,-84.386021,33.80288,3
10380,23,1,3.0,-84.393961,33.72499,3
5413,19,6,3.0,-84.380673,33.76146,4
4925,12,3,3.0,-84.383649,33.80429,3
2129,23,2,7.0,-84.472503,33.76972,2
3529,19,1,3.0,-84.390454,33.77138,3
6346,11,3,3.0,-84.392071,33.73149,3
5372,20,6,3.0,-84.400705,33.71235,3
2737,21,6,3.0,-84.425436,33.74429,3
15194,22,5,6.0,-84.40782,33.800877,4
2110,17,2,7.0,-84.371908,33.76732,4
3230,20,4,3.0,-84.391231,33.78256,3
7921,14,6,3.0,-84.37577,33.743476,3
8794,18,5,3.0,-84.38027,33.74344,3
6293,16,3,6.0,-84.349184,33.75597,3
12790,17,2,3.0,-84.37829,33.755483,3
11754,17,7,6.0,-84.389165,33.7973,3
1041,18,6,3.0,-84.391637,33.74318,4
6428,21,3,3.0,-84.382885,33.80521,3
6402,19,3,3.0,-84.387206,33.74703,4
6670,15,7,3.0,-84.380801,33.75128,3
9792,13,4,3.0,-84.380717,33.74344,3
11868,3,7,3.0,-84.392147,33.73288,3
4923,18,3,3.0,-84.386933,33.80194,2
13087,9,2,3.0,-84.358873,33.7436,4
14098,19,2,3.0,-84.380053,33.75147,4
10393,23,1,3.0,-84.39221,33.736025,3
11011,9,3,3.0,-84.390349,33.77308,4
9017,20,6,3.0,-84.360891,33.74352,4
14884,13,5,3.0,-84.398359,33.71616,4
2824,20,6,7.0,-84.394576,33.79116,4
11748,18,7,7.0,-84.335611,33.79712,4
11432,0,1,6.0,-84.370183,33.76038,2
8673,17,5,3.0,-84.391811,33.79049,3
12195,20,4,7.0,-84.371987,33.76272,4
3642,18,1,2.0,-84.354967,33.78526,2
5782,15,5,3.0,-84.388545,33.76696,2
8786,13,5,2.0,-84.351344,33.79724,2
11896,19,7,2.0,-84.391614,33.78179,4
6743,21,7,7.0,-84.335587,33.79031,3
6913,16,7,4.0,-84.384878,33.74863,3
3743,17,1,6.0,-84.393903,33.7713,3
1830,22,2,3.0,-84.44923,33.751362,4
8531,11,2,6.0,-84.38772,33.794761,3
4260,16,7,3.0,-84.384813,33.80341,3
14303,16,1,3.0,-84.382358,33.7496,3
5589,20,6,3.0,-84.380031,33.75156,3
15302,12,5,3.0,-84.380331,33.7517,3
7017,19,7,3.0,-84.384896,33.76515,2
10411,11,1,3.0,-84.390644,33.80026,3
4391,21,7,7.0,-84.348986,33.77433,4
7421,21,2,3.0,-84.356567,33.74368,3
10916,21,3,3.0,-84.386154,33.74345,3
2548,18,6,6.0,-84.389133,33.79363,3
3613,1,1,7.0,-84.389875,33.75438,4
7928,21,6,3.0,-84.36622,33.743508,3
5526,13,6,4.0,-84.396005,33.74495,4
14020,3,3,3.0,-84.390176,33.77228,4
12921,11,2,3.0,-84.39298,33.793774,4
14682,20,5,3.0,-84.394202,33.72276,4
11138,4,1,3.0,-84.406765,33.74153,4
13621,23,3,7.0,-84.370323,33.75007,3
2287,23,2,4.0,-84.395296,33.74497,3
10613,19,2,6.0,-84.371494,33.7735,3
159,20,3,7.0,-84.322151,33.78852,3
15793,18,1,3.0,-84.391481,33.79274,3
11545,0,7,3.0,-84.379632,33.76053,3
14115,17,2,3.0,-84.390603,33.77493,3
4240,17,7,3.0,-84.391328,33.78383,3
5910,11,5,3.0,-84.39192,33.733325,3
12680,12,4,4.0,-84.381655,33.75004,4
1326,22,6,3.0,-84.390881,33.77629,3
3678,17,1,4.0,-84.388135,33.74557,3
925,23,6,3.0,-84.378361,33.75478,4
10609,19,2,6.0,-84.392726,33.80101,3
6131,20,4,7.0,-84.367689,33.80027,3
7753,23,2,4.0,-84.410729,33.80365,4
5798,19,5,3.0,-84.382933,33.80484,4
11937,15,7,7.0,-84.393106,33.76459,4
2190,21,2,3.0,-84.378742,33.75697,4
4674,18,7,3.0,-84.37874,33.756572,3
14357,21,1,3.0,-84.391194,33.77975,3
6944,23,7,3.0,-84.411451,33.80415,4
2903,20,6,7.0,-84.367646,33.80049,3
12044,20,4,3.0,-84.393256,33.72769,3
6035,16,5,2.0,-84.391715,33.78288,2
10203,21,4,2.0,-84.388247,33.75668,3
9777,12,4,3.0,-84.431691,33.74668,3
2406,21,6,3.0,-84.392913,33.72868,3
12057,15,4,3.0,-84.399265,33.71423,3
9196,21,6,6.0,-84.349213,33.76283,4
11505,17,7,3.0,-84.468617,33.75667,3
13048,21,2,6.0,-84.318324,33.76871,3
7587,21,2,6.0,-84.407334,33.77199,3
11245,20,1,3.0,-84.390508,33.76896,3
11517,16,7,3.0,-84.407177,33.74143,4
13729,16,3,3.0,-84.386076,33.76592,3
4047,18,5,3.0,-84.391435,33.78522,3
12682,15,4,4.0,-84.383284,33.74865,3
14864,20,5,3.0,-84.39564,33.720714,3
1980,14,2,3.0,-84.398152,33.71709,3
6832,23,7,7.0,-84.428511,33.78405,4
15515,20,2,3.0,-84.390715,33.77561,4
9981,11,4,6.0,-84.390061,33.79774,3
5101,11,3,3.0,-84.386793,33.74732,3
8992,20,6,3.0,-84.424438,33.74356,2
14356,16,1,3.0,-84.390333,33.7685,3
15092,21,5,2.0,-84.417264,33.79963,4
10011,20,4,6.0,-84.345715,33.77463,2
2138,22,2,3.0,-84.40722,33.741219,3
3694,19,1,3.0,-84.379731,33.74344,3
7723,22,2,3.0,-84.391671,33.74011,3
11379,16,1,6.0,-84.37007,33.760395,2
12881,15,2,3.0,-84.389526,33.76759,3
1359,22,6,7.0,-84.391273,33.78155,4
6653,19,7,3.0,-84.391211,33.7807,4
7000,17,7,3.0,-84.44328,33.749913,3
7072,18,7,3.0,-84.380782,33.7509,3
3983,22,5,3.0,-84.381229,33.76195,3
70,20,3,3.0,-84.378417,33.75785,3
13841,21,3,7.0,-84.382595,33.78041,3
13089,20,2,3.0,-84.392025,33.732,3
14127,19,2,3.0,-84.390424,33.77383,3
6277,19,3,7.0,-84.336118,33.79385,4
10646,19,2,3.0,-84.389297,33.7674,3
3294,21,1,3.0,-84.385585,33.74793,3
8997,23,6,3.0,-84.41736,33.741422,3
11801,22,7,3.0,-84.384713,33.74831,3
37,20,3,3.0,-84.341876,33.74533,3
13909,11,3,6.0,-84.387711,33.79471,3
12861,20,2,3.0,-84.39049,33.770982,3
13172,13,2,7.0,-84.33656,33.793021,3
5402,19,6,3.0,-84.382841,33.74924,3
2695,13,6,4.0,-84.389774,33.74605,2
4415,15,7,6.0,-84.346205,33.77452,3
15751,20,1,3.0,-84.380872,33.76105,3
95,15,3,3.0,-84.391117,33.77787,3
3706,21,1,3.0,-84.380786,33.75089,3
10290,21,4,4.0,-84.376767,33.76022,4
13930,23,3,3.0,-84.378797,33.75747,3
4038,21,5,3.0,-84.394886,33.72175,4
4704,18,7,6.0,-84.373114,33.76012,3
3064,15,4,3.0,-84.38208,33.750203,3
3918,21,5,7.0,-84.392393,33.78153,4
4096,23,5,7.0,-84.471174,33.76833,4
4970,21,3,7.0,-84.371966,33.76352,3
3318,23,1,3.0,-84.381098,33.75103,3
10857,21,3,7.0,-84.388779,33.77819,3
9417,13,6,3.0,-84.390581,33.76995,3
6190,12,3,3.0,-84.354812,33.74437,4
7003,22,7,3.0,-84.392017,33.73209,4
6458,18,3,7.0,-84.338942,33.7894,4
14323,23,1,3.0,-84.379344,33.7602,3
8002,20,6,3.0,-84.382417,33.74993,3
